"name","publishedAtDate","stars","state","text","title"
"Fatihah Hashim","2025-07-17T11:45:42.496Z","5","Selangor","We used ballroom for conference and staycation 3x this year. It was gud experiences!

All in all its awesome!

Only a lil message to Hotel Mgmt > Most of households in the rooms were outdated and malfunction. I cudnt use hair dryer and kettle. Both x function. Another room was not supplied wt iron, only iron board","Royale Chulan Damansara"
"Julia Idris","2025-07-17T00:31:32.590Z","5","Selangor","Good staff at all and clean","Royale Chulan Damansara"
"Trip.com Member","2025-07-16T23:59:59.999Z",,"Selangor","Comfortable stay. Staffs are very helpful and friendly.","Royale Chulan Damansara"
"Trip.com Member","2025-07-15T23:59:59.999Z",,"Selangor","The hotel is nice with great location. Walking distance to the curve, ipc and ikea. They also have Chulan Corner if you want to chill at night with their goreng-goreng food + western with affordable price. The downside is the check in is after 3pm and some cars were not validated for parking. Youre supposed to be charged at RM4 flat rate but turned out to be charged at RM25+. When you intercom, they will ask you to leave your car at the basement, go upstairs to validated your car number. Dunno why they couldnt just verify it via the intercom. Minus 2 stars for that","Royale Chulan Damansara"
"Trip.com Member","2025-08-28T23:59:59.999Z",,"Federal Territory of Kuala Lumpur","the food there was great.","Royale Chulan Kuala Lumpur"
"Liyana","2025-08-28T04:40:01.958Z","1","Federal Territory of Kuala Lumpur","They charged my friend 1000 ringgets bcuz there was poop in the sink. Later we found out the drainage system from another room broke but that room was vacant.","Royale Chulan Kuala Lumpur"
"Trip.com Member","2025-08-27T23:59:59.999Z",,"Federal Territory of Kuala Lumpur","The hotel decors was quite old, but still I didnt expect the cleanliness to fail badly. Not in the mood to enjoy this hotel and take pictures. Lots of grout in the bathroom and bathtub. TV was small, and  it was 32 inches only and so far away from the bed. Good thing about the room, it was big. The hotel breakfast was fabulous. Thumbs up for this.  But I wouldn't chose this hotel again.","Royale Chulan Kuala Lumpur"
"Teesha It's Me","2025-08-27T09:51:06.459Z","5","Federal Territory of Kuala Lumpur",,"Royale Chulan Kuala Lumpur"
"Trip.com Member","2025-08-24T23:59:59.999Z",,"Federal Territory of Kuala Lumpur","The beddings are good but the room is dated","Royale Chulan Kuala Lumpur"
"Siti Latifah","2025-08-24T05:57:09.516Z","5","Federal Territory of Kuala Lumpur","Good","Royale Chulan Kuala Lumpur"
"c. k","2025-08-24T02:28:38.053Z","3","Federal Territory of Kuala Lumpur","チェックインの際にカード磁気不良の為2回交換しました。他にも交換してる方がいたので磁気不良が多いのかと思いますが中々部屋に入れず残念でした。
朝食は種類が沢山あり良かったです❤︎","Royale Chulan Kuala Lumpur"
"Trip.com Member","2025-08-23T23:59:59.999Z",,"Federal Territory of Kuala Lumpur","毕竟是很老的酒店了，看着有点年代感，床睡着还行","Royale Chulan Kuala Lumpur"
"Siti Noor Raodhah Ibrahim","2025-08-23T12:31:09.534Z","1","Federal Territory of Kuala Lumpur","Very disappointing stay. The air conditioner in our room wasn't working, and the room was extremely hot. Despite raising the issue, the staff didn’t offer to change our room or provide any solution. On top of that, the water from the tap was dirty and yellow in color—completely unacceptable. Would not recommend.","Royale Chulan Kuala Lumpur"
"Qasih Honey","2025-08-23T11:20:40.737Z","5","Federal Territory of Kuala Lumpur",,"Royale Chulan Kuala Lumpur"
"M A","2025-08-23T10:46:48.406Z","4","Federal Territory of Kuala Lumpur","Stayed here in Aug 2025 with family and enjoyed our stay.
Staff were very friendly and helpful from check in to check out. One of the rooms we were initially given had a terrible smell to it (we guessed it was water from the carpet near the bathroom) and the staff were nice enough to upgrade us to better rooms on the 7th floor that had wooden floors and balconies.
The location of the hotel is perfect, easy walk to Pavilion mall and other places.
Only negative for me was the breakfast - the choices, though it seemed a lot just didn't cater to the majority and quality of food i thought was below par. So much so i didn't bother going after day 2 of our 7 day stay there even though I'd paid for it.
I recommend this hotel as rooms are big and spacious, with good swimming etc as long as you don't mind that it's a bit old and can do with modernising overall but it's well maintained.","Royale Chulan Kuala Lumpur"
"Trip.com Member","2025-08-22T23:59:59.999Z",,"Federal Territory of Kuala Lumpur","設施有點舊，服務尚好，酒店充滿馬來風情，早餐，點餐都好吃，交通方便，去景點Grab價格便宜，整個感覺不錯","Royale Chulan Kuala Lumpur"
"Shamitha 00","2025-08-22T10:10:15.334Z","2","Federal Territory of Kuala Lumpur",,"Royale Chulan Kuala Lumpur"
"Shashank Singh","2025-08-21T13:50:02.811Z","5","Federal Territory of Kuala Lumpur","Beautiful location, warm hospitality and friendly staff. The rooms need some overall upgrade and maintainance and things can get a notch above. Overall a nice hotel. Loved our stay.","Royale Chulan Kuala Lumpur"
"Hattan Ahmad","2025-08-20T19:56:13.046Z","3","Federal Territory of Kuala Lumpur","الفندق نظام قديم، الغرف تراثية خشبية ، ليست مودرن ،الموقع الجغرافي يشفع له وقربه من محطة القطار","Royale Chulan Kuala Lumpur"
"Kim JC","2025-08-20T10:09:33.831Z","4","Federal Territory of Kuala Lumpur",,"Royale Chulan Kuala Lumpur"
"Muhammad Naveed Ashraf","2025-08-20T02:49:34.668Z","4","Federal Territory of Kuala Lumpur","Good","Royale Chulan Kuala Lumpur"
"Trip.com Member","2025-08-19T23:59:59.999Z",,"Federal Territory of Kuala Lumpur","All good! The room is spacious and cozy. I would love to book my next staycation with my family here soon!","Royale Chulan Kuala Lumpur"
"Othman Nickynick","2025-08-18T10:32:36.551Z","5","Federal Territory of Kuala Lumpur",,"Royale Chulan Kuala Lumpur"
"Milla Ilut0211","2025-08-18T02:31:20.672Z","5","Federal Territory of Kuala Lumpur","A very interesting and very comfortable place. The atmosphere is peaceful and very clean.","Royale Chulan Kuala Lumpur"
"Trip.com Member","2025-10-31T23:59:59.999Z",,"Negeri Sembilan","The Royale Chulan Hotel stay for me very satisfaction it's my second nIght to extend at this hotel. the hotel facilities is great. morning breakfast had variety of dishes, I've extended my third night again  its my greatest stay at the hotel ""ROYALE CHULAN""","Royale Chulan Seremban"
"Trip.com Member","2025-10-31T23:59:59.999Z",,"Negeri Sembilan","The service has improved, and I really appreciate the team’s effort. I’ve also shared some suggestions with the manager on areas that can be further enhanced. The breakfast buffet was wonderful — the nasi lemak, pulut kuning, ayam, and daging rendang were especially delicious and made a great start to the day.","Royale Chulan Seremban"
"Rembo Senpai (Ami)","2025-10-31T08:30:44.660Z","4","Negeri Sembilan",,"Royale Chulan Seremban"
"Thachu Partheeban","2025-10-31T06:10:35.564Z","5","Negeri Sembilan",,"Royale Chulan Seremban"
"Tengku Zainul Akmal Mahmud","2025-10-29T09:10:23.530Z","4","Negeri Sembilan",,"Royale Chulan Seremban"
"Trip.com Member","2025-10-28T23:59:59.999Z",,"Negeri Sembilan","We are having great times over there ! Friendly staff and overall is a nice stay .","Royale Chulan Seremban"
"Muhamat Idris (AjieAmat)","2025-10-28T23:44:47.867Z","5","Negeri Sembilan",,"Royale Chulan Seremban"
"nadira khalila che norman","2025-10-28T16:30:17.102Z","5","Negeri Sembilan",,"Royale Chulan Seremban"
"maizianatul ahmed","2025-10-28T08:59:58.665Z","5","Negeri Sembilan",,"Royale Chulan Seremban"
"Trip.com Member","2025-10-27T23:59:59.999Z",,"Negeri Sembilan","Service bagus..","Royale Chulan Seremban"
"Clarence Teh","2025-10-27T13:58:01.721Z","3","Negeri Sembilan","Understaffed, fire alarm triggered in the middle of the night.

Prime location in Seremban, spacious room","Royale Chulan Seremban"
"Mohd Hezri Mat Isa","2025-10-27T02:02:38.621Z","5","Negeri Sembilan",,"Royale Chulan Seremban"
"john wong","2025-10-26T23:55:38.903Z","4","Negeri Sembilan",,"Royale Chulan Seremban"
"Iryani Hashim","2025-10-26T11:43:50.448Z","5","Negeri Sembilan",,"Royale Chulan Seremban"
"ANNISAH BINTI ADZHAM NUR","2025-10-25T14:31:52.665Z","5","Negeri Sembilan","My family and I had a splendid experience with today’s hi tea buffet! We were welcomed by Mr Adwin, Mr Fazlee and Stephanie whom continuously served a good service with sweet smile till the end. All food were delicious and tasty ! This is our second time being here! Absolutely will come here again!","Royale Chulan Seremban"
"HAFIZ AMRAN","2025-10-25T14:05:30.342Z","4","Negeri Sembilan",,"Royale Chulan Seremban"
"niel riz","2025-10-25T13:34:43.895Z","1","Negeri Sembilan",,"Royale Chulan Seremban"
"Trip.com Member","2025-10-24T23:59:59.999Z",,"Negeri Sembilan","Well the hotel.is a bit outdated for 4 stars. Should do some improvement. Cracks.on wall room 516. Such a small TV with no smart tv. To.connect to phone. So too old school man. Its 2025. Do some improvements","Royale Chulan Seremban"
"Trip.com Member","2025-10-24T23:59:59.999Z",,"Negeri Sembilan","good location","Royale Chulan Seremban"
"Jameel Ahmad","2025-10-24T05:22:01.193Z","5","Negeri Sembilan",,"Royale Chulan Seremban"
"Shereen Kaur Sandhu","2025-07-15T15:11:28.723Z","2","Selangor","Very basic, and post Covid, I believe the property is needing a huge face-lift. Though food at the buffet is commendable, tasty enough, however there are many points of improvement needed. So sad to see the property's potential fade away.","Royale Chulan Damansara"
"Trip.com Member","2025-07-14T23:59:59.999Z",,"Selangor","I recently stayed at this hotel and had a generally pleasant experience, though there are some areas for improvement. The room I stayed in was spacious and clean, which I appreciated. However, the furniture felt a bit outdated. It seems the hotel has made some refurbishments—such as fresh paint on the walls—but a more complete upgrade would enhance the overall comfort and appeal.The water pressure in the bathroom was excellent, but I found the amenities quite basic—only two bath towels were provided, with no face towels, which was a little disappointing.One of the main reasons I booked this hotel was for the kids’ club, but unfortunately, it was closed during my visit without any prior notice. Additionally, the pool area appeared to be undergoing some upgrading works; I noticed some parts of the flooring had been removed. While it’s good to see maintenance being done, there were also a few dead insects in the pool, which raised some concerns about hygiene.A final point worth noting is the change in accessibility to nearby malls. The hotel used to have a direct link bridge to the shopping mall, but now the bridge from the first floor connects only to the Mutiara Damansara MRT station. Guests now have to walk about 350 meters via a sheltered path beside the road to reach IPC Mall, according to Google Maps.","Royale Chulan Damansara"
"Hasmukh Patel","2025-07-14T08:45:14.102Z","5","Selangor",,"Royale Chulan Damansara"
"Trip.com Member","2025-07-13T23:59:59.999Z",,"Selangor","房间挺大了的。还行。空调很给力","Royale Chulan Damansara"
"Trip.com Member","2025-07-13T23:59:59.999Z",,"Selangor","Stayed in the hotel as conference was held there. pleasant stay","Royale Chulan Damansara"
"Norhaslina Mohd","2025-07-13T04:06:34.956Z","5","Selangor",,"Royale Chulan Damansara"
"Eugene Teoh Chun Eng","2025-07-13T02:00:43.458Z","4","Selangor",,"Royale Chulan Damansara"
"Trip.com Member","2025-07-12T23:59:59.999Z",,"Selangor","Good hotel with great price. Walking distance to shopping mall. There is also a pop up food stall in the evening just in front of the hotel. Recommended for peope who are looking for reasonable price but still can get large room 33m square.","Royale Chulan Damansara"
